the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y,lat,lng
0101000020E6100000483FF1CE67CA52C00D938003A0F94340,3305421,0101000020110F000043F1ED32F5EA5FC10FD2BDDFD4885241,16259844,9,4,2024-10-20 00:04:00+00,5/12/24,11:59:00,11,2.02E+11,1300 BLOCK DRURY ST,600,Thefts,-75.16258596,39.95019573,39.95019573,-75.16258596
0101000020E6100000E5032B1C3BCA52C037DB3FC3D9F94340,3305422,0101000020110F000010CC3946A9EA5FC13DBA7FDA14895241,16259854,9,4,2024-10-20 00:15:00+00,5/14/24,20:05:00,20,2.02E+11,0 BLOCK N 12TH ST,600,Thefts,-75.15985779,39.95195809,39.95195809,-75.15985779
0101000020E61000003B20A6D0FBC252C0CD284CCEBF024440,3305423,0101000020110F000085847BDE59DE5FC1070177FDF1925241,21749129,15,2,2024-10-20 00:18:00+00,10/22/24,5:35:00,5,2.02E+11,6600 BLOCK Tulip St,700,Motor Vehicle Theft,-75.04661957,40.02147845,40.02147845,-75.04661957
0101000020E61000005528DA6EA5C452C00FBE2828E2054440,3305424,0101000020110F0000E97BF4D22CE15FC16CBF8AFB6B965241,16260748,2,1,2024-10-20 00:18:00+00,4/18/24,4:20:00,4,2.02E+11,1400 BLOCK LONGSHORE AV,500,Burglary Residential,-75.07259723,40.04596426,40.04596426,-75.07259723
0101000020E6100000B3A6478D68C352C0B883E87BD3024440,3305425,0101000020110F00002D24CD9112DF5FC16C165CD007935241,21749966,15,2,2024-10-20 00:23:00+00,10/20/24,19:14:00,19,2.02E+11,6300 BLOCK Ditman St,700,Motor Vehicle Theft,-75.05325634,40.02207898,40.02207898,-75.05325634
0101000020E61000001B51D2AAB3CF52C003D537179CF44340,3305426,0101000020110F0000CB9D0043F4F35FC1AAEACEDA46835241,21749970,12,1,2024-10-20 00:23:00+00,10/22/24,23:24:00,23,2.02E+11,2500 BLOCK S 75TH ST,700,Motor Vehicle Theft,-75.24534102,39.91101351,39.91101351,-75.24534102
0101000020E6100000C6560A608ECC52C02A7524F238FA4340,3305427,0101000020110F0000118E5C649CEE5FC11F543E4F7E895241,16261242,18,3,2024-10-20 00:24:00+00,5/2/24,2:46:00,2,2.02E+11,3600 BLOCK CHESTNUT ST,600,Thefts,-75.19618989,39.95486285,39.95486285,-75.19618989
0101000020E6100000BCD6D636E2C952C062AA4F287AFE4340,3305428,0101000020110F0000AADC9C4612EA5FC1402A5365358E5241,16261248,22,1,2024-10-20 00:26:00+00,5/11/24,23:09:00,23,2.02E+11,2300 BLOCK N PARK AV,300,Robbery Firearm,-75.15443202,39.98810295,39.98810295,-75.15443202
0101000020E6100000AC80EFF452C552C0DFA95F6DB5034440,3305429,0101000020110F0000A871559253E25FC1300A306802945241,21749980,15,2,2024-10-20 00:28:00+00,10/22/24,16:42:00,16,2.02E+11,1100 BLOCK SANGER ST,700,Motor Vehicle Theft,-75.08318828,40.02897422,40.02897422,-75.08318828
0101000020E610000000F91A9BC0C552C0DEE8DF05FC034440,3305430,0101000020110F0000CF8257D20DE35FC1DB12AFB550945241,16261252,2,1,2024-10-20 00:29:00+00,5/12/24,5:36:00,5,2.02E+11,900 BLOCK BRIDGE ST,500,Burglary Non-Residential,-75.08988072,40.03112863,40.03112863,-75.08988073
0101000020E61000000D349F7337C152C0B106BD71310C4440,3305431,0101000020110F0000FAA2FD7B59DB5FC1D127E9AD6C9D5241,21750394,7,2,2024-10-20 00:34:00+00,10/21/24,20:53:00,20,2.02E+11,9900 BLOCK SANDY RD,700,Motor Vehicle Theft,-75.0190095,40.09525892,40.09525892,-75.0190095
0101000020E6100000801984A040C852C0B76F41F8C8054440,3305432,0101000020110F00006D6542F64CE75FC182B2150A50965241,16257109,35,1,2024-10-20 00:35:00+00,5/16/24,19:39:00,19,2.02E+11,6100 BLOCK N 5TH ST,600,Thefts,-75.12894452,40.04519561,40.04519561,-75.12894452
0101000020E6100000801984A040C852C0B76F41F8C8054440,3305433,0101000020110F00006D6542F64CE75FC182B2150A50965241,16257110,35,1,2024-10-20 00:37:00+00,5/10/24,15:57:00,15,2.02E+11,6100 BLOCK N 5TH ST,300,Robbery Firearm,-75.12894452,40.04519561,40.04519561,-75.12894452
0101000020E6100000981F6E3DB9CB52C08A1115EC37FC4340,3305434,0101000020110F00005D0C475C32ED5FC17073BE82B48B5241,16258036,9,1,2024-10-20 00:37:00+00,5/16/24,9:45:00,9,2.02E+11,2800 BLOCK PENNSYLVANIA AV,600,Theft from Vehicle,-75.18318115,39.97045661,39.97045661,-75.18318115
0101000020E6100000A4FE9B936ECA52C05204824A26F64340,3305435,0101000020110F000075E709B200EB5FC1DD00305EFB845241,16258051,3,3,2024-10-20 00:39:00+00,4/9/24,22:25:00,22,2.02E+11,1000 BLOCK CANTRELL ST,300,Robbery No Firearm,-75.16299906,39.92304356,39.92304355,-75.16299906
0101000020E61000006E3E6480BAC952C0CBE16ACFF2FB4340,3305436,0101000020110F000098DEE0D1CEE95FC1D83DF9EB678B5241,16260770,26,2,2024-10-20 00:44:00+00,4/14/24,12:47:00,12,2.02E+11,900 BLOCK N PERCY ST,600,Theft from Vehicle,-75.15200815,39.96834749,39.96834748,-75.15200815
0101000020E61000004E6ECACB10CD52C033A48AE2D5FB4340,3305437,0101000020110F0000C6B6D0EC79EF5FC138A12BDE478B5241,21749584,16,2,2024-10-20 00:45:00+00,8/25/24,8:27:00,8,2.02E+11,800 BLOCK N PRESTON ST,700,Motor Vehicle Theft,-75.20415015,39.96746475,39.96746475,-75.20415015
0101000020E610000080DA4524CCCB52C09472ADAC23F84340,3305438,0101000020110F000047ED897752ED5FC1ECA99A8A2F875241,21750005,17,1,2024-10-20 00:50:00+00,10/21/24,8:52:00,8,2.02E+11,2400 BLOCK FEDERAL ST,700,Motor Vehicle Theft,-75.18433482,39.9385887,39.9385887,-75.18433482
0101000020E6100000C51D6FF25BCE52C000E5EFDE51F94340,3305439,0101000020110F000060E3136BACF15FC1C716914D7E885241,21750009,12,4,2024-10-20 01:00:00+00,10/18/24,18:05:00,18,2.02E+11,5000 BLOCK BALTIMORE AV 3,700,Motor Vehicle Theft,-75.224362,39.947811,39.947811,-75.224362
0101000020E6100000D252793BC2C452C0FA7B293C68024440,3305440,0101000020110F00000B4E18BE5DE15FC1661D87DF90925241,21750015,15,1,2024-10-20 01:08:00+00,10/21/24,13:55:00,13,2.02E+11,5200 BLOCK Charles St,700,Motor Vehicle Theft,-75.074355,40.018806,40.018806,-75.074355
0101000020E61000002CD568E687CE52C0F6F9DE9513FD4340,3305441,0101000020110F00006AB5B013F7F15FC18CEA47F4A78C5241,16254411,19,2,2024-10-20 01:09:00+00,5/9/24,11:04:00,11,2.02E+11,5200 BLOCK LANCASTER AV,600,Thefts,-75.22704468,39.9771602,39.9771602,-75.22704468
0101000020E6100000FA21998273C452C02389DA0D8D064440,3305442,0101000020110F00000F546806D8E05FC179359F9629975241,21750419,2,3,2024-10-20 01:12:00+00,10/7/24,22:35:00,22,2.02E+11,1300 BLOCK WELLINGTON ST,700,Motor Vehicle Theft,-75.06955018,40.05117963,40.05117963,-75.06955018
0101000020E61000007029A56F6BC552C0C895FE4EA8064440,3305443,0101000020110F0000FE7BF8267DE25FC10C22E9D347975241,21750436,2,2,2024-10-20 01:16:00+00,10/21/24,7:53:00,7,2.02E+11,800 BLOCK GLENVIEW ST,700,Motor Vehicle Theft,-75.08468238,40.05201137,40.05201137,-75.08468238
0101000020E6100000F2EBEA025CCA52C082D8E3CF81F74340,3305444,0101000020110F000076141D29E1EA5FC1F09042417C865241,16259917,3,3,2024-10-20 01:20:00+00,5/12/24,11:57:00,11,2.02E+11,1200 BLOCK S 11TH ST,600,Thefts,-75.16186593,39.93364905,39.93364905,-75.16186593
0101000020E6100000DEFA76339FC452C011E6341325044440,3305445,0101000020110F00008869073D22E15FC1C4639F3E7E945241,16260347,15,2,2024-10-20 01:22:00+00,5/7/24,21:08:00,21,2.02E+11,2000 BLOCK DEVEREAUX AV,400,Aggravated Assault Firearm,-75.07221686,40.03238144,40.03238144,-75.07221686
0101000020E61000009AA1659BA3C352C081A96E471B064440,3305446,0101000020110F000095CE71E176DF5FC163463F5BAB965241,16260357,2,3,2024-10-20 01:24:00+00,5/14/24,16:53:00,16,2.02E+11,2300 BLOCK COTTMAN AV,600,Thefts,-75.05686078,40.04770749,40.04770749,-75.05686078
0101000020E61000006AAEECE5EBCA52C05935A54800FB4340,3305447,0101000020110F0000FF541491D5EB5FC1FF120B2D5B8A5241,16260813,9,2,2024-10-20 01:27:00+00,4/29/24,14:28:00,14,2.02E+11,1900 BLOCK CALLOWHILL ST,600,Thefts,-75.17064808,39.96094616,39.96094616,-75.17064808
0101000020E6100000E35342A8F9C352C077C0AF7016084440,3305448,0101000020110F0000CDFDAE0B09E05FC1CF853118DE985241,21750439,2,3,2024-10-20 01:36:00+00,10/22/24,5:18:00,5,2.02E+11,1700 BLOCK LONEY ST,700,Motor Vehicle Theft,-75.06211287,40.06318482,40.06318482,-75.06211287
0101000020E61000003EB324404DC552C03CE057388B074440,3305449,0101000020110F00001FFE07E149E25FC1D1E8F79A43985241,21750445,2,3,2024-10-20 01:44:00+00,10/22/24,5:14:00,5,2.02E+11,7200 BLOCK Lawndale Ave,700,Motor Vehicle Theft,-75.08284,40.05893616,40.05893616,-75.08284
0101000020E6100000CC6DB1915AC952C0BEDBBC7152F64340,3305450,0101000020110F0000792B75DE2BE95FC13938E9432C855241,16254444,3,2,2024-10-20 01:47:00+00,3/27/24,13:32:00,13,2.02E+11,0 BLOCK MIFFLIN ST,600,Thefts,-75.1461529,39.924391,39.924391,-75.1461529
0101000020E6100000CC6DB1915AC952C0BEDBBC7152F64340,3305451,0101000020110F0000792B75DE2BE95FC13938E9432C855241,16254448,3,2,2024-10-20 01:47:00+00,5/12/24,11:32:00,11,2.02E+11,0 BLOCK MIFFLIN ST,600,Thefts,-75.1461529,39.924391,39.924391,-75.1461529
0101000020E6100000A1587E4B46CA52C08542252AABF54340,3305452,0101000020110F0000FF4DDF45BCEA5FC1D1DD5E0473845241,21750457,3,3,2024-10-20 01:50:00+00,10/21/24,21:41:00,21,2.02E+11,2400 BLOCK S 8TH ST,700,Motor Vehicle Theft,-75.16054046,39.91928603,39.91928603,-75.16054046
0101000020E610000032424F3540C752C0091178791DFF4340,3305453,0101000020110F0000CAEDAA6899E55FC1EA710970EA8E5241,16254922,24,2,2024-10-20 01:52:00+00,5/1/24,6:40:00,6,2.02E+11,2000 BLOCK E CLEMENTINE ST,600,Theft from Vehicle,-75.11329396,39.99308699,39.99308699,-75.11329396
0101000020E6100000AD3E4FEAE8CB52C0EE3DBF9C97F54340,3305454,0101000020110F0000324A7E5783ED5FC1CBB78A5D5D845241,16255389,1,2,2024-10-20 01:58:00+00,5/15/24,10:29:00,10,2.02E+11,2300 BLOCK OREGON AV,600,Thefts,-75.18609102,39.91868934,39.91868934,-75.18609102
0101000020E6100000C0943FE747CE52C0C7E1065B70F74340,3305455,0101000020110F0000CF113E5F8AF15FC114AE88EB68865241,16255841,12,3,2024-10-20 02:00:00+00,4/20/24,16:20:00,16,2.02E+11,5700 BLOCK WOODLAND AV,600,Thefts,-75.22313863,39.93311632,39.93311632,-75.22313863
0101000020E6100000295B03DF1DCA52C0643C2917D3034440,3305456,0101000020110F000009DAEF9B77EA5FC19494EB4E23945241,16256723,35,3,2024-10-20 02:00:00+00,5/16/24,9:29:00,9,2.02E+11,4900 BLOCK STENTON AV,600,Thefts,-75.15807319,40.02987947,40.02987947,-75.15807319
0101000020E61000000E66768A13CA52C0209BE447FCFC4340,3305457,0101000020110F000031CEE60F66EA5FC17D3026208E8C5241,16257182,22,3,2024-10-20 02:09:00+00,3/26/24,19:54:00,19,2.02E+11,1500 BLOCK N BROAD ST,600,Thefts,-75.15744268,39.976449,39.976449,-75.15744268
0101000020E610000072F4002F56C052C0E231EAF7D0084440,3305458,0101000020110F0000E02A0AD8DAD95FC10AAD7018AD995241,16258090,8,2,2024-10-20 02:12:00+00,4/7/24,15:05:00,15,2.02E+11,3300 BLOCK GRANT AV,600,Thefts,-75.00526023,40.06887721,40.06887721,-75.00526023
0101000020E6100000C2F9B3A3A1CC52C0BEBAF0A401FA4340,3305459,0101000020110F0000456C491DBDEE5FC1243EF40941895241,16258571,18,3,2024-10-20 02:15:00+00,4/22/24,10:59:00,10,2.02E+11,3700 BLOCK WALNUT ST,600,Thefts,-75.19736569,39.95317518,39.95317518,-75.19736569
0101000020E6100000CC0DE1F39ECC52C08EACFC3218FA4340,3305460,0101000020110F000086DCF28CB8EE5FC1AB1630075A895241,16259477,18,3,2024-10-20 02:17:00+00,5/15/24,12:51:00,12,2.02E+11,3700 BLOCK WALNUT ST,600,Thefts,-75.1972017,39.9538635,39.9538635,-75.1972017
0101000020E6100000442E7A9F91C952C0125464DFDBF44340,3305461,0101000020110F0000801A2B6289E95FC191AD4A7A8D835241,16259920,3,2,2024-10-20 02:19:00+00,4/15/24,10:02:00,10,2.02E+11,2700 BLOCK S FRONT ST,600,Thefts,-75.14951312,39.91295998,39.91295998,-75.14951312
0101000020E61000009068C0285ACC52C0F649285C13FA4340,3305462,0101000020110F00009028ADB243EE5FC111ABA5AA54895241,16260396,18,3,2024-10-20 02:43:00+00,5/12/24,16:02:00,16,2.02E+11,3400 BLOCK SANSOM ST,600,Thefts,-75.19300288,39.95371582,39.95371582,-75.19300288
0101000020E6100000530EA0BE69C252C060E3C0CCF3034440,3305463,0101000020110F00005566F8C061DD5FC16C30B69647945241,21749635,15,3,2024-10-20 02:48:00+00,10/21/24,13:02:00,13,2.02E+11,7200 BLOCK GLENLOCH ST,700,Motor Vehicle Theft,-75.03770414,40.03087768,40.03087768,-75.03770414
0101000020E6100000F78D759229C352C0924F1B1786064440,3305464,0101000020110F0000D2669197A7DE5FC15C05A4DC21975241,21749636,15,3,2024-10-20 02:52:00+00,10/22/24,10:11:00,10,2.02E+11,7600 BLOCK FAIRFIELD ST,700,Motor Vehicle Theft,-75.04941236,40.05096711,40.05096711,-75.04941236
0101000020E61000007CAC2A45FCC052C092B94B45D7074440,3305465,0101000020110F00008B056BF5F4DA5FC1CA32E3FE97985241,21749643,8,2,2024-10-20 03:01:00+00,10/16/24,7:48:00,7,2.02E+11,9200 BLOCK WESLEYAN RD,700,Motor Vehicle Theft,-75.01539735,40.06125704,40.06125704,-75.01539735
0101000020E61000001536A8A25DBF52C091DFD3839F0F4440,3305466,0101000020110F000041DDE3A834D85FC1C08E0CBC3BA15241,21750472,7,3,2024-10-20 03:02:00+00,10/22/24,10:55:00,10,2.02E+11,15100 BLOCK Carter Rd,700,Motor Vehicle Theft,-74.99009005,40.12205551,40.12205551,-74.99009005
0101000020E6100000586A8334DFCD52C034BEABF530034440,3305467,0101000020110F000049931988D8F05FC14ABC037C6F935241,16254474,5,1,2024-10-20 03:02:00+00,5/3/24,8:18:00,8,2.02E+11,4100 BLOCK CHURCHVIEW ST,600,Theft from Vehicle,-75.21674836,40.02493163,40.02493163,-75.21674836
0101000020E61000003BD3B627A9C952C064E623A5B0F64340,3305468,0101000020110F0000C2E1F05AB1E95FC1534F419794855241,21750481,3,2,2024-10-20 03:02:00+00,10/21/24,18:02:00,18,2.02E+11,1600 BLOCK E MOYAMENSING AV,700,Motor Vehicle Theft,-75.15094941,39.92726578,39.92726578,-75.15094941
0101000020E61000000E895A1ED4C452C0A69BE52E99054440,3305469,0101000020110F00006B6EC81F7CE15FC175F253061B965241,16255394,2,1,2024-10-20 03:13:00+00,5/9/24,16:54:00,16,2.02E+11,1400 BLOCK UNRUH AV,300,Robbery No Firearm,-75.07544669,40.04373728,40.04373728,-75.07544669
0101000020E610000057FB85683EC952C063AE141BD6054440,3305470,0101000020110F0000BB1DF508FCE85FC1176DDF9C5E965241,16256753,35,3,2024-10-20 03:17:00+00,5/4/24,2:14:00,2,2.02E+11,1400 BLOCK GREEN LA,400,Aggravated Assault Firearm,-75.1444341,40.04559649,40.04559649,-75.1444341
0101000020E61000008A41FDBA15CF52C01EBD4469ADFA4340,3305471,0101000020110F0000CB7977FDE7F25FC11136CB59FF895241,16257210,18,1,2024-10-20 03:24:00+00,5/7/24,12:19:00,12,2.02E+11,5700 BLOCK WALNUT ST,600,Thefts,-75.23570133,39.95841709,39.95841709,-75.23570132
0101000020E610000040613709B1CF52C070BDE0B28EF34340,3305472,0101000020110F00006FEFD0CAEFF35FC1A36A3B971C825241,21749242,12,1,2024-10-20 03:26:00+00,10/19/24,10:56:00,10,2.02E+11,7900 BLOCK LINDBERGH BLVD,700,Motor Vehicle Theft,-75.24518042,39.90279232,39.90279232,-75.24518042
0101000020E610000047357030E9CE52C09BEE2BC544FD4340,3305473,0101000020110F0000402216559CF25FC1ACB08677DE8C5241,16260851,19,3,2024-10-20 03:45:00+00,5/10/24,4:15:00,4,2.02E+11,5500 BLOCK JEFFERSON ST,500,Burglary Residential,-75.23298274,39.9786612,39.9786612,-75.23298274
0101000020E6100000D94F319474CA52C05DBF60376C094440,3305474,0101000020110F0000AE7A14E40AEB5FC1CF776465599A5241,21749664,14,1,2024-10-20 03:45:00+00,10/22/24,11:08:00,11,2.02E+11,E PHIL ELLENA ST & PROVIDENT ST,700,Motor Vehicle Theft,-75.16336542,40.073615,40.073615,-75.16336541
0101000020E61000005E807D74EACA52C03A9677D503FA4340,3305475,0101000020110F00003EDF8E1DD3EB5FC192A2F97643895241,21750079,9,3,2024-10-20 03:47:00+00,10/21/24,18:52:00,18,2.02E+11,1800 BLOCK MARKET ST,700,Motor Vehicle Theft,-75.17056,39.953242,39.953242,-75.17056
0101000020E61000009E077767EDC452C0BB9D7DE541044440,3305476,0101000020110F0000DE8C0313A7E15FC1860DBC369E945241,21750080,15,2,2024-10-20 03:48:00+00,10/21/24,10:21:00,10,2.02E+11,6000 BLOCK E ROOSEVELT BLVD 207,700,Motor Vehicle Theft,-75.07699,40.033261,40.033261,-75.07699
0101000020E61000008E475FF74CCF52C0C505FB0AADF34340,3305477,0101000020110F0000517A54D045F35FC13CDC6B2F3E825241,16254490,12,1,2024-10-20 03:51:00+00,4/26/24,17:21:00,17,2.02E+11,7600 BLOCK LINDBERGH BLVD,600,Thefts,-75.23907265,39.90371835,39.90371835,-75.23907265
0101000020E6100000AAB252B51BCE52C03E059F6A1D044440,3305478,0101000020110F0000C8DB664D3FF15FC1A661EDBF75945241,21750493,5,2,2024-10-20 03:56:00+00,10/22/24,8:53:00,8,2.02E+11,300 BLOCK DUPONT ST,700,Motor Vehicle Theft,-75.22044118,40.03214772,40.03214772,-75.22044118
0101000020E61000003BDFD3C53BC152C06431DA786A074440,3305479,0101000020110F00005616FED260DB5FC132B55E441F985241,21715744,8,1,2024-10-20 03:57:00+00,10/14/24,15:41:00,15,2.02E+11,9000 BLOCK CONVENT AV,700,Motor Vehicle Theft,-75.01927324,40.05793677,40.05793677,-75.01927324
0101000020E61000008E475FF74CCF52C0C505FB0AADF34340,3305480,0101000020110F0000517A54D045F35FC13CDC6B2F3E825241,16254499,12,1,2024-10-20 03:58:00+00,5/16/24,13:08:00,13,2.02E+11,7600 BLOCK LINDBERGH BLVD,600,Thefts,-75.23907265,39.90371835,39.90371835,-75.23907265
0101000020E6100000D6F6E1E635C152C04301DBC1080D4440,3305481,0101000020110F00008EDB16DA56DB5FC191CF0CBD5B9E5241,21750496,7,3,2024-10-20 04:05:00+00,10/21/24,2:45:00,2,2.02E+11,10100 BLOCK GALAHAD RD,700,Motor Vehicle Theft,-75.01891491,40.10182975,40.10182975,-75.01891491
0101000020E610000097A7F77D8DC552C0CF1C69DB76094440,3305482,0101000020110F00000914EBFFB6E25FC100F6BF34659A5241,21750503,2,3,2024-10-20 04:13:00+00,10/21/24,16:23:00,16,2.02E+11,400 BLOCK CHANDLER ST,700,Motor Vehicle Theft,-75.08676099,40.07393973,40.07393973,-75.08676099
0101000020E6100000C2A36C152DC452C00637E71AC5044440,3305483,0101000020110F00001EA50A6660E05FC173F0FCC12F955241,21750505,2,1,2024-10-20 04:13:00+00,10/11/24,9:13:00,9,2.02E+11,6600 BLOCK LEONARD ST,700,Motor Vehicle Theft,-75.0652517,40.03726517,40.03726517,-75.06525169
0101000020E6100000452F1F208ACE52C0E9E755B672034440,3305484,0101000020110F0000EA6967DBFAF15FC11D8F3169B8935241,21715996,5,2,2024-10-20 04:17:00+00,10/17/24,10:07:00,10,2.02E+11,100 BLOCK GREEN LN,700,Motor Vehicle Theft,-75.22718051,40.02693824,40.02693824,-75.22718051
0101000020E6100000FDC5645862C752C06ABE29308DFF4340,3305485,0101000020110F0000619FE164D3E55FC1DCDF7F48668F5241,16255421,24,2,2024-10-20 04:22:00+00,5/15/24,13:52:00,13,2.02E+11,800 BLOCK E Allegheny Ave,300,Robbery No Firearm,-75.11537752,39.99649622,39.99649622,-75.11537752
0101000020E6100000B4279A6A9AC952C05A3C699F16F54340,3305486,0101000020110F00001238EE5198E95FC1C65EE987CE835241,21716399,3,2,2024-10-20 04:24:00+00,10/20/24,19:09:00,19,2.02E+11,2600 BLOCK S FRONT ST,700,Motor Vehicle Theft,-75.15004983,39.91475289,39.91475289,-75.15004983
0101000020E61000000BF0FEF4F6CD52C0229AABAC8E004440,3305487,0101000020110F0000F34B69E000F15FC1DD3274C183905241,16256338,19,3,2024-10-20 04:30:00+00,5/13/24,13:27:00,13,2.02E+11,4200 BLOCK CITY AV,400,Aggravated Assault No Firearm,-75.21819806,40.00435408,40.00435408,-75.21819806
0101000020E6100000FA051E8C96C752C0EF19ECFA43004440,3305488,0101000020110F000043BD82102CE65FC1309580F030905241,16256795,25,3,2024-10-20 04:30:00+00,5/14/24,0:00:00,0,2.02E+11,500 BLOCK E TIOGA ST,400,Aggravated Assault No Firearm,-75.11856368,40.00207459,40.00207459,-75.11856368
0101000020E6100000AB406F22A1C352C026B20741E4074440,3305489,0101000020110F0000AD504BAE72DF5FC1AF1B2D67A6985241,16257694,2,3,2024-10-20 04:30:00+00,4/10/24,17:37:00,17,2.02E+11,7900 BLOCK CASTOR AV,600,Thefts,-75.05670987,40.06165326,40.06165326,-75.05670987
0101000020E61000002ED42F4B5ACC52C0D03A1536A4014440,3305490,0101000020110F00007C092BED43EE5FC19DB1A07EB7915241,16259086,39,1,2024-10-20 04:31:00+00,5/14/24,18:07:00,18,2.02E+11,3600 BLOCK MIDVALE AV,600,Thefts,-75.19301109,40.01282383,40.01282383,-75.19301109
0101000020E6100000F1B54EF9A3CD52C0ADC06FC7C4FA4340,3305491,0101000020110F0000306EDEEB73F05FC101D91E3E198A5241,16259521,16,2,2024-10-20 04:36:00+00,5/14/24,11:11:00,11,2.02E+11,4400 BLOCK MARKET ST,600,Thefts,-75.21313317,39.95913022,39.95913022,-75.21313317
0101000020E6100000CB334824BEC652C04681DB66ECFF4340,3305492,0101000020110F00007DD4507ABCE45FC102287ED7CF8F5241,21748853,24,1,2024-10-20 04:43:00+00,9/29/24,16:48:00,16,2.02E+11,1800 BLOCK E TIOGA ST,700,Motor Vehicle Theft,-75.10535533,39.99940191,39.99940191,-75.10535533
0101000020E610000057D4DCE121CF52C004D7CBA5A7F84340,3305493,0101000020110F00003A1D99A1FCF25FC187DC0CBBC1875241,21749253,12,4,2024-10-20 04:52:00+00,10/17/24,20:31:00,20,2.02E+11,5800 BLOCK THOMAS AV,700,Motor Vehicle Theft,-75.23644301,39.9426162,39.9426162,-75.23644301
0101000020E61000000AB0FAE9A0CA52C0D81F51369F074440,3305494,0101000020110F000047AED53256EB5FC165A81BCA59985241,16260883,14,1,2024-10-20 04:52:00+00,4/11/24,17:55:00,17,2.02E+11,6300 BLOCK STENTON AV,400,Aggravated Assault Firearm,-75.16607142,40.05954627,40.05954627,-75.16607141
0101000020E610000019628AAC54CA52C010F50EF9DFF94340,3305495,0101000020110F0000CB4580B2D4EA5FC12A4EDBBB1B895241,16260888,6,2,2024-10-20 05:19:00+00,4/5/24,11:22:00,11,2.02E+11,0 BLOCK N 13TH ST,500,Burglary Residential,-75.16141809,39.95214761,39.95214761,-75.16141809
0101000020E6100000110B29FD0CC352C0072EC9E0AC094440,3305496,0101000020110F00005E46660A77DE5FC1A6BBF529A19A5241,21750121,7,1,2024-10-20 05:37:00+00,10/19/24,21:47:00,21,2.02E+11,8700 BLOCK FRONTENAC ST,700,Motor Vehicle Theft,-75.04766778,40.07558832,40.07558832,-75.04766778
0101000020E61000003184D6A2C9CA52C0F8AB7CA6C9F54340,3305497,0101000020110F00000399815E9BEB5FC130EBC2C694845241,21750123,3,3,2024-10-20 05:40:00+00,10/19/24,18:30:00,18,2.02E+11,1300 BLOCK RITNER ST,700,Motor Vehicle Theft,-75.16855689,39.92021638,39.92021638,-75.16855689
0101000020E61000009AE5571887C352C0CE1096CABE084440,3305498,0101000020110F00000177447346DF5FC11EC32EEC98995241,21750513,7,1,2024-10-20 05:40:00+00,10/15/24,20:41:00,20,2.02E+11,1800 BLOCK STRAHLE ST,700,Motor Vehicle Theft,-75.05512055,40.06832249,40.06832249,-75.05512055
0101000020E6100000E5A273E174C452C0707B40A824054440,3305499,0101000020110F000052185E5ADAE05FC1E08342C199955241,21750529,2,1,2024-10-20 05:41:00+00,10/22/24,9:07:00,9,2.02E+11,6600 BLOCK SYLVESTER ST,700,Motor Vehicle Theft,-75.06963383,40.04018119,40.04018119,-75.06963383
0101000020E6100000C1AE81080CCB52C046A3F1FA82F54340,3305500,0101000020110F000043C0C1260CEC5FC1E6ECAE8446845241,21750535,1,1,2024-10-20 05:49:00+00,10/7/24,9:43:00,9,2.02E+11,2600 BLOCK S 15TH ST,700,Motor Vehicle Theft,-75.17260945,39.9180597,39.9180597,-75.17260945
0101000020E610000075225E2A78C852C06B5B9C4A69FB4340,3305501,0101000020110F0000BF10B64CABE75FC170024988CF8A5241,16254545,26,3,2024-10-20 05:56:00+00,5/8/24,2:01:00,2,2.02E+11,1000 BLOCK N DELAWARE AV,600,Thefts,-75.13233432,39.96415074,39.96415074,-75.13233432
0101000020E61000009A984FD213CA52C0C59107228BF74340,3305502,0101000020110F00009080F18966EA5FC1F7CA2B9486865241,21716006,3,3,2024-10-20 05:59:00+00,10/17/24,13:22:00,13,2.02E+11,800 BLOCK FEDERAL ST,700,Motor Vehicle Theft,-75.15745981,39.9339335,39.9339335,-75.15745981
0101000020E6100000E2CB862D64C652C04922039293054440,3305503,0101000020110F00008F8E42AA23E45FC1745142CC14965241,21716222,2,2,2024-10-20 06:02:00+00,10/21/24,6:52:00,6,2.02E+11,5900 BLOCK PALMETTO ST,700,Motor Vehicle Theft,-75.09986437,40.04356599,40.04356599,-75.09986437
0101000020E6100000D0D31D1797C252C029D536ACC6044440,3305504,0101000020110F0000223229C7AEDD5FC1D769287F31955241,16257269,15,3,2024-10-20 06:21:00+00,5/7/24,20:32:00,20,2.02E+11,7300 BLOCK FRANKFORD AV,600,Thefts,-75.04047182,40.03731301,40.03731301,-75.04047182
0101000020E61000008035FF961DC152C0C6D0FB10E50B4440,3305505,0101000020110F0000B569318E2DDB5FC1E1342AE2179D5241,16257741,7,2,2024-10-20 06:30:00+00,5/8/24,17:48:00,17,2.02E+11,9900 BLOCK E ROOSEVELT BLVD,600,Thefts,-75.01743102,40.09292805,40.09292805,-75.01743102
0101000020E610000081F0DBEFD4C552C0FAED0CCF22054440,3305506,0101000020110F0000EDCE235B30E35FC1141E52B497955241,16260023,2,1,2024-10-20 06:38:00+00,5/5/24,5:37:00,5,2.02E+11,900 BLOCK HIGBEE TER,600,Thefts,-75.09112164,40.04012478,40.04012478,-75.09112164
