cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,lat,lng
3213437,0101000020110F0000449DAA9F46E75FC1915DE582E28F5241,18012476,25,3,2024-07-06 21:14:00+00,7/6/24,17:14:00,17,2.02E+11,3200 BLOCK N FRONT ST,600,Thefts,39.99991581,-75.12871677
3213661,0101000020110F000003E0C9369AE65FC11AF3DE9EAF8E5241,18331408,24,2,2024-07-06 13:11:00+00,7/6/24,9:11:00,9,2.02E+11,2800 BLOCK KENSINGTON AV,2600,All Other Offenses,39.99146781,-75.12252164
3213913,0101000020110F00005DD5B299F2E85FC18D030F7032905241,18331138,25,4,2024-07-06 13:40:00+00,7/6/24,9:40:00,9,2.02E+11,700 BLOCK W ALLEGHENY AV,1100,Fraud,40.00211583,-75.14409509
3214154,0101000020110F0000D7E5267FD4E55FC1C47A6406298F5241,18087019,24,2,2024-07-06 13:27:00+00,7/6/24,9:27:00,9,2.02E+11,3100 BLOCK RUTH ST,1800,Narcotic / Drug Law Violations,39.99480992,-75.11541714
3214552,0101000020110F000079B21B4E7DEB5FC17C9A02A758945241,18249754,39,1,2024-07-06 20:07:00+00,7/6/24,16:07:00,16,2.02E+11,5200 BLOCK GERMANTOWN AV,600,Thefts,40.03134716,-75.16747661
3214721,0101000020110F000028461EE39EEC5FC1340C631877945241,18393299,14,3,2024-07-06 17:48:00+00,7/6/24,13:48:00,13,2.02E+11,100 BLOCK W CHELTEN AV,600,Thefts,40.03218474,-75.17788205
3214863,0101000020110F000005016E85DDD45FC137E81AFD329C5241,18249558,8,3,2024-07-06 21:41:00+00,7/6/24,17:41:00,17,2.02E+11,1400 BLOCK FRANKLIN MILLS CIR,600,Thefts,40.08663579,-74.95936269
3215582,0101000020110F0000AA2CE8E6A4F15FC1B0527048DF8C5241,18249677,19,3,2024-07-06 15:47:00+00,7/6/24,11:47:00,11,2.02E+11,1500 BLOCK N 52ND ST,600,Thefts,39.97868367,-75.22409192
3215766,0101000020110F0000AC55CFFA2BE25FC1AC77AEDD84925241,18012136,15,1,2024-07-06 04:31:00+00,7/6/24,0:31:00,0,2.02E+11,1600 BLOCK FILLMORE ST,600,Thefts,40.01847558,-75.08176564
3217000,0101000020110F0000E9CD58DB28E65FC1C7022C33AB8C5241,18354034,26,3,2024-07-06 20:17:00+00,7/6/24,16:17:00,16,2.02E+11,2500 BLOCK ARAMINGO AV,600,Thefts,39.97724957,-75.11844842
3217007,0101000020110F0000E9CD58DB28E65FC1C7022C33AB8C5241,18354035,26,3,2024-07-06 23:46:00+00,7/6/24,19:46:00,19,2.02E+11,2500 BLOCK ARAMINGO AV,600,Thefts,39.97724957,-75.11844842
3217551,0101000020110F0000EA2FDC6314F15FC1C38F1F3E43965241,18285859,5,3,2024-07-07 03:47:00+00,7/6/24,23:47:00,23,2.02E+11,6900 BLOCK VALLEY AV,400,Aggravated Assault No Firearm,40.0448436,-75.21889923
3221657,0101000020110F00005DD5B299F2E85FC18D030F7032905241,18013323,25,4,2024-07-06 13:30:00+00,7/6/24,9:30:00,9,2.02E+11,700 BLOCK W ALLEGHENY AV,1100,Fraud,40.00211583,-75.14409509
3223589,0101000020110F000031F839CC92E95FC143181DB7168A5241,18178150,9,2,2024-07-06 19:45:00+00,7/6/24,15:45:00,15,2.02E+11,400 BLOCK N 7TH ST,500,Burglary Non-Residential,39.95906061,-75.1498514
3223772,0101000020110F00008DC3DF043DE05FC1F86C13F081945241,18332314,15,2,2024-07-06 04:22:00+00,7/6/24,0:22:00,0,2.02E+11,2800 BLOCK LEVICK ST,1300,Receiving Stolen Property,40.03248305,-75.06398041
3223828,0101000020110F00003DB8AB1F12E65FC18D9A7C2E72945241,18250965,35,2,2024-07-06 13:02:00+00,7/6/24,9:02:00,9,2.02E+11,5400 BLOCK RISING SUN AV,600,Thefts,40.03204955,-75.11763156
3225028,0101000020110F000096EB0D205BE95FC1DC3AF35728945241,18088010,35,3,2024-07-06 12:32:00+00,7/6/24,8:32:00,8,2.02E+11,5000 BLOCK N 15TH ST,800,Other Assaults,40.03001801,-75.14785094
3225393,0101000020110F00000FC2AE2C1DDC5FC1F791A262D3955241,18040873,8,1,2024-07-06 13:17:00+00,7/6/24,9:17:00,9,2.02E+11,8000 BLOCK FRANKFORD AV,600,Theft from Vehicle,40.04176657,-75.02604116
3227490,0101000020110F000028461EE39EEC5FC1340C631877945241,18252114,14,3,2024-07-06 12:57:00+00,7/6/24,8:57:00,8,2.02E+11,100 BLOCK W CHELTEN AV,600,Thefts,40.03218474,-75.17788205
3227856,0101000020110F00002172DA0806EA5FC1DE0D4C37578E5241,18041511,22,1,2024-07-06 20:53:00+00,7/6/24,16:53:00,16,2.02E+11,2300 BLOCK N PARK AV,400,Aggravated Assault No Firearm,39.98903404,-75.15399216
3228244,0101000020110F00006EF6BCC97EE85FC167B1F4C27E895241,18088502,9,5,2024-07-06 19:19:00+00,7/6/24,15:19:00,15,2.02E+11,200 BLOCK N CHRISTOPHER COLUMBUS BLVD,1400,Vandalism/Criminal Mischief,39.9548753,-75.13993365
3228377,0101000020110F000016584693A4D75FC19607073018995241,18286998,8,2,2024-07-06 17:43:00+00,7/6/24,13:43:00,13,2.02E+11,9900 BLOCK FRANKFORD AV,600,Thefts,40.06478239,-74.98491272
3228632,0101000020110F00004AE29BB77AF25FC1817B3923EE7E5241,18088611,77,A,2024-07-06 15:38:00+00,7/6/24,11:38:00,11,2.02E+11,8500 BLOCK Essington Ave,800,Other Assaults,39.88033814,-75.23177486
3229206,0101000020110F000001D0044C18ED5FC1CAA731C463875241,18394333,17,1,2024-07-06 12:24:00+00,7/6/24,8:24:00,8,2.02E+11,2300 BLOCK WASHINGTON AV,600,Thefts,39.94002752,-75.18224462
3229402,0101000020110F00003427AD56CCF15FC111FC669D25865241,18287021,12,3,2024-07-06 21:01:00+00,7/6/24,17:01:00,17,2.02E+11,5800 BLOCK WOODLAND AV,600,Thefts,39.93126184,-75.22550898
3229841,0101000020110F0000612C06E381E65FC1C840EF0ACC8E5241,18088279,24,2,2024-07-06 23:34:00+00,7/6/24,19:34:00,19,2.02E+11,2800 BLOCK KENSINGTON AV,1800,Narcotic / Drug Law Violations,39.99225025,-75.1216475
3230366,0101000020110F0000E04A3A2166F25FC11920C76CB58F5241,18041333,19,3,2024-07-06 19:33:00+00,7/6/24,15:33:00,15,2.02E+11,5000 BLOCK CITY AV,600,Thefts,39.99867475,-75.2310351
3230621,0101000020110F00007FEB921191E85FC133ABF79317855241,18286803,3,2,2024-07-06 19:21:00+00,7/6/24,15:21:00,15,2.02E+11,1800 BLOCK S CHRISTOPHER COLUMBUS BLVD,600,Thefts,39.92382093,-75.14059052
3231620,0101000020110F0000D31193DDFAE05FC13F136814F6915241,18088431,15,2,2024-07-07 03:40:00+00,7/6/24,23:40:00,23,2.02E+11,5200 BLOCK DITMAN ST,1500,Weapon Violations,40.0145462,-75.07080209
3231631,0101000020110F00007C092BED43EE5FC19DB1A07EB7915241,18041145,39,1,2024-07-06 18:45:00+00,7/6/24,14:45:00,14,2.02E+11,3600 BLOCK MIDVALE AV,600,Thefts,40.01282383,-75.19301109
3231809,0101000020110F00004252DA35C0F25FC12525890058855241,18014436,12,3,2024-07-06 11:27:00+00,7/6/24,7:27:00,7,2.02E+11,6400 BLOCK Woodland Ave,2600,All Other Offenses,39.92559622,-75.23427193
3232253,0101000020110F000028461EE39EEC5FC1340C631877945241,18252109,14,3,2024-07-06 18:00:00+00,7/6/24,14:00:00,13,2.02E+11,100 BLOCK W CHELTEN AV,600,Thefts,40.03218474,-75.17788205
3232757,0101000020110F00003876E707EDEA5FC176CB30E8E78D5241,18288394,22,1,2024-07-06 17:08:00+00,7/6/24,13:08:00,13,2.02E+11,1700 BLOCK EDGLEY ST,600,Theft from Vehicle,39.98596959,-75.16229246
3232915,0101000020110F0000DE9F8F6F59EC5FC1B23259A1CF945241,18394815,14,3,2024-07-06 20:43:00+00,7/6/24,16:43:00,16,2.02E+11,0 BLOCK W CHELTEN AV,600,Thefts,40.03462056,-75.17538648
3232931,0101000020110F00005DCAC430F3EB5FC180E3337706895241,18394862,9,3,2024-07-06 11:16:00+00,7/6/24,7:16:00,7,2.02E+11,1800 BLOCK Chestnut St,600,Thefts,39.95156177,-75.17171254
3233073,0101000020110F00002429FDF741E35FC10E46AE3690925241,18233889,15,1,2024-07-07 02:45:00+00,7/6/24,22:45:00,22,2.02E+11,4600 BLOCK NAPLES ST,800,Other Assaults,40.01878785,-75.09175451
3233228,0101000020110F000086FBD86771EC5FC18647EA70378B5241,18041929,9,1,2024-07-06 12:11:00+00,7/6/24,8:11:00,8,2.02E+11,2300 BLOCK FAIRMOUNT AV,600,Thefts,39.96701237,-75.17624778
3233247,0101000020110F0000D5D784C9CDE55FC14192D8A1278F5241,18233474,24,2,2024-07-06 20:06:00+00,7/6/24,16:06:00,16,2.02E+11,1800 BLOCK E CLEARFIELD ST,1400,Vandalism/Criminal Mischief,39.99477158,-75.11517605
3233546,0101000020110F000012869601F7E35FC1FE0C4B60AA905241,18355955,24,1,2024-07-06 13:55:00+00,7/6/24,9:55:00,9,2.02E+11,1500 BLOCK E ERIE AV,600,Thefts,40.00541707,-75.09825966
3233796,0101000020110F000075CA29727BE85FC163542DDDDB895241,18288472,9,2,2024-07-06 06:17:00+00,7/6/24,2:17:00,2,2.02E+11,400 BLOCK N FRONT ST,600,Theft from Vehicle,39.95743968,-75.13981356
3234937,0101000020110F0000478518F4B0EC5FC1B12D8038568F5241,18333446,22,2,2024-07-06 17:44:00+00,7/6/24,13:44:00,13,2.02E+11,2600 BLOCK N 29TH ST,800,Other Assaults,39.99605406,-75.17853122
3236085,0101000020110F0000D0B1BB0BD7EA5FC14AFA87DA19895241,18356164,9,4,2024-07-06 15:38:00+00,7/6/24,11:38:00,11,2.02E+11,1300 BLOCK MARKET ST,600,Thefts,39.95209582,-75.16150248
3237032,0101000020110F00004AFFFBE353D55FC169EAB4E3009E5241,18233789,8,3,2024-07-06 23:35:00+00,7/6/24,19:35:00,19,2.02E+11,3500 BLOCK TETON RD,800,Other Assaults,40.09933273,-74.96361601
3237871,0101000020110F00003EE5F14EB0DE5FC1793647E3B4975241,18357256,2,3,2024-07-06 20:52:00+00,7/6/24,16:52:00,16,2.02E+11,7900 BLOCK E ROOSEVELT BLVD,600,Thefts,40.055011,-75.04972556
3238415,0101000020110F00003902DA2FE8E65FC1F426E3D9BF8B5241,18234352,26,3,2024-07-06 15:42:00+00,7/6/24,11:42:00,11,2.02E+11,E BERKS ST  & E WILDEY ST,1400,Vandalism/Criminal Mischief,39.9707689,-75.12532341
3239119,0101000020110F000097C8298CFEE95FC1B8F48641D7875241,18016276,9,5,2024-07-06 19:57:00+00,7/6/24,15:57:00,15,2.02E+11,700 BLOCK Lombard St,1400,Vandalism/Criminal Mischief,39.9432092,-75.15372313
3239226,0101000020110F0000B326BD5F60F15FC1EB28AE7180885241,18395686,12,4,2024-07-06 18:42:00+00,7/6/24,14:42:00,14,2.02E+11,4900 BLOCK BALTIMORE AV,600,Thefts,39.94786998,-75.22162953
3239409,0101000020110F0000F8491C77F1E35FC1766E03C979905241,18016004,24,1,2024-07-06 16:14:00+00,7/6/24,12:14:00,12,2.02E+11,3800 BLOCK JASPER ST,2600,All Other Offenses,40.00407965,-75.09806056
3239947,0101000020110F0000AA2CE8E6A4F15FC1B0527048DF8C5241,18108488,19,3,2024-07-06 20:21:00+00,7/6/24,16:21:00,16,2.02E+11,1500 BLOCK N 52ND ST,600,Thefts,39.97868367,-75.22409192
3240287,0101000020110F0000FE71A6E444EC5FC1A170C1DA48895241,18180680,9,3,2024-07-06 19:51:00+00,7/6/24,15:51:00,15,2.02E+11,2000 BLOCK MARKET ST,600,Thefts,39.95339046,-75.17464833
3241475,0101000020110F00003B62A5935FDF5FC15F134A362A945241,18357087,15,2,2024-07-07 00:42:00+00,7/6/24,20:42:00,20,2.02E+11,6500 BLOCK FRANKFORD AV,600,Thefts,40.03006942,-75.05602341
3241832,0101000020110F000074503F3F7CEC5FC155E50064828F5241,18090929,39,3,2024-07-06 19:40:00+00,7/6/24,15:40:00,15,2.02E+11,2700 BLOCK W STERNER ST,1400,Vandalism/Criminal Mischief,39.99726994,-75.17663734
3241887,0101000020110F00003DF88FFCDEEB5FC117B77612DB895241,18180334,9,3,2024-07-06 18:54:00+00,7/6/24,14:54:00,14,2.02E+11,1900 BLOCK BENJAMIN FRANKLIN PKWY,400,Aggravated Assault Firearm,39.95741787,-75.17098656
3242269,0101000020110F0000FB71D48CC4DD5FC1BB42313350955241,18089997,15,3,2024-07-06 14:48:00+00,7/6/24,10:48:00,10,2.02E+11,3500 BLOCK RYAN AV,1500,Weapon Violations,40.03815768,-75.04125415
3242297,0101000020110F000079B21B4E7DEB5FC17C9A02A758945241,18108560,39,1,2024-07-06 22:55:00+00,7/6/24,18:55:00,18,2.02E+11,5200 BLOCK GERMANTOWN AV,600,Thefts,40.03134716,-75.16747661
3242394,0101000020110F000012869601F7E35FC1FE0C4B60AA905241,18108889,24,1,2024-07-06 15:49:00+00,7/6/24,11:49:00,11,2.02E+11,1500 BLOCK E ERIE AV,600,Thefts,40.00541707,-75.09825966
3242910,0101000020110F0000C85DE28755E15FC12863542578925241,18089920,15,1,2024-07-06 23:06:00+00,7/6/24,19:06:00,19,2.02E+11,5000 BLOCK VALLEY ST,1400,Vandalism/Criminal Mischief,40.01812554,-75.07405993
3243035,0101000020110F000054E032D904E95FC1F9597BE126965241,18356471,35,3,2024-07-06 22:23:00+00,7/6/24,18:23:00,18,2.02E+11,5900 BLOCK OLD YORK RD,400,Aggravated Assault No Firearm,40.04406342,-75.14475079
3243311,0101000020110F00002FF3650F71E25FC16730A731879A5241,18181629,2,3,2024-07-06 13:03:00+00,7/6/24,9:03:00,9,2.02E+11,7900 BLOCK OXFORD AV,600,Thefts,40.07487426,-75.08424788
3243353,0101000020110F000091676BC451EC5FC173D8D23DA38E5241,18254455,22,2,2024-07-06 12:39:00+00,7/6/24,8:39:00,8,2.02E+11,N 26TH ST & W GORDON ST,600,Thefts,39.99112702,-75.17511093
3243501,0101000020110F00004D55C6D587EA5FC1628638835B895241,18044575,9,4,2024-07-06 18:55:00+00,7/6/24,14:55:00,14,2.02E+11,1100 BLOCK ARCH ST,600,Thefts,39.95390439,-75.15865623
3243731,0101000020110F000094F4C77E1CEA5FC1E066920D2C845241,18109929,3,2,2024-07-06 16:38:00+00,7/6/24,12:38:00,12,2.02E+11,400 BLOCK PORTER ST,600,Theft from Vehicle,39.91733034,-75.15479923
3243751,0101000020110F0000D82CF0190AE95FC17CB437F0E7985241,18017830,14,1,2024-07-06 20:54:00+00,7/6/24,16:54:00,16,2.02E+11,7200 BLOCK PITTVILLE AV,1100,Fraud,40.06345553,-75.14493954
3244161,0101000020110F0000D314FEFCF5F25FC10292D6A478855241,18235348,12,2,2024-07-06 15:34:00+00,7/6/24,11:34:00,11,2.02E+11,6500 BLOCK Greenway Ave,1100,Fraud,39.92649569,-75.23620431
3244586,0101000020110F00006AD54C914FE55FC111709612FC8D5241,18091032,24,3,2024-07-06 04:37:00+00,7/6/24,0:37:00,0,2.02E+11,3000 BLOCK Aramingo Av,1400,Vandalism/Criminal Mischief,39.98652478,-75.11064065
3245589,0101000020110F0000DD1A33BA3FEB5FC1BAE59D43C2885241,18184739,9,4,2024-07-06 14:25:00+00,7/6/24,10:25:00,10,2.02E+11,1400 BLOCK WALNUT ST,600,Thefts,39.9496831,-75.16526396
3245670,0101000020110F0000F232DBED59EA5FC1F99756B98A885241,18110914,9,4,2024-07-07 03:44:00+00,7/6/24,23:44:00,23,2.02E+11,900 BLOCK WALNUT ST,600,Thefts,39.94815316,-75.15700671
3245941,0101000020110F0000CD46AC0870EB5FC1A9C9882BDF855241,18399326,3,3,2024-07-06 09:56:00+00,7/6/24,5:56:00,5,2.02E+11,1600 BLOCK S CLARION ST,300,Robbery No Firearm,39.9293208,-75.16699974
3246039,0101000020110F00003C0F45456DDC5FC1F3648FEAC39C5241,18047020,7,2,2024-07-06 14:59:00+00,7/6/24,10:59:00,10,2.02E+11,1900 BLOCK MORRELL ST,600,Theft from Vehicle,40.09061988,-75.02891922
3246061,0101000020110F00009A69215EB4E65FC14D0D311935965241,18047206,35,1,2024-07-06 21:06:00+00,7/6/24,17:06:00,17,2.02E+11,100 BLOCK SPARKS ST,600,Thefts,40.04445452,-75.12346141
3246309,0101000020110F00008B2C09426FF15FC14BDEEE262F855241,18020741,12,3,2024-07-06 15:28:00+00,7/6/24,11:28:00,11,2.02E+11,6000 BLOCK Lindbergh Blvd,2600,All Other Offenses,39.92447055,-75.22216435
3246477,0101000020110F0000F3E29FC2FDD65FC1CAA1B62A239C5241,18399114,8,3,2024-07-06 16:29:00+00,7/6/24,12:29:00,12,2.02E+11,11900 BLOCK FARWELL RD,600,Theft from Vehicle,40.08620083,-74.97891862
3246485,0101000020110F0000E580B0CF22DE5FC1BCBD7AF35D9C5241,18113138,7,2,2024-07-06 16:04:00+00,7/6/24,12:04:00,12,2.02E+11,9300 BLOCK KREWSTOWN RD,600,Thefts,40.08781686,-75.0446412
3246596,0101000020110F0000B9E2B9969AEA5FC1B7FBA367F4935241,18256932,14,2,2024-07-06 06:58:00+00,7/6/24,2:58:00,2,2.02E+11,4800 BLOCK STENTON AV,400,Aggravated Assault Firearm,40.02858896,-75.1593301
3246677,0101000020110F0000DADE775D08F25FC17E6CEFE47A8E5241,18018244,19,3,2024-07-06 14:39:00+00,7/6/24,10:39:00,10,2.02E+11,5000 BLOCK GAINOR RD,800,Other Assaults,39.99001627,-75.22766589
3246974,0101000020110F000059E33D29EAEB5FC1F5EC37A57E9A5241,18336218,14,4,2024-07-06 22:40:00+00,7/6/24,18:40:00,18,2.02E+11,8100 BLOCK WILLIAMS AV,1100,Fraud,40.07463921,-75.17138809
3247243,0101000020110F000004EDBD92C0EA5FC1EA57E98D36955241,18398589,14,2,2024-07-06 07:00:00+00,7/6/24,3:00:00,3,2.02E+11,500 BLOCK E ASHMEAD ST,400,Aggravated Assault No Firearm,40.03745215,-75.16069498
3247416,0101000020110F00003D60AC8CD4F15FC12DC02D5F168B5241,18110615,19,2,2024-07-06 04:18:00+00,7/6/24,0:18:00,0,2.02E+11,300 BLOCK N WILTON ST,600,Thefts,39.96610166,-75.22580402
3247579,0101000020110F0000A2191A122DEA5FC18119A90E43965241,18092950,35,3,2024-07-06 21:51:00+00,7/6/24,17:51:00,17,2.02E+11,5900 BLOCK KEMBLE AV,800,Other Assaults,40.0448385,-75.15539483
3247594,0101000020110F0000082426F50CE55FC1435D2A71818E5241,18018646,24,2,2024-07-06 23:20:00+00,7/6/24,19:20:00,19,2.02E+11,2200 BLOCK E ALLEGHENY AV,1100,Fraud,39.99019653,-75.10824718
3247774,0101000020110F00004D86194AE5F15FC14A85B859A48C5241,18153913,19,2,2024-07-07 00:40:00+00,7/6/24,20:40:00,20,2.02E+11,5100 BLOCK LANCASTER AV,600,Thefts,39.97706097,-75.22640553
3247807,0101000020110F0000D3DCCF9741EA5FC1DD12A8D462915241,18092417,39,2,2024-07-06 04:02:00+00,7/6/24,0:02:00,0,2.02E+11,3700 BLOCK N 17TH ST,1400,Vandalism/Criminal Mischief,40.01049377,-75.15613225
3247859,0101000020110F0000DA31D9EC08E85FC1579B50E6688B5241,18112125,26,3,2024-07-07 03:45:00+00,7/6/24,23:45:00,23,2.02E+11,0 BLOCK W Girard Ave,600,Thefts,39.96837441,-75.13569853
3248069,0101000020110F00009C318CB4D7E05FC148636130309B5241,18236167,7,1,2024-07-06 15:44:00+00,7/6/24,11:44:00,11,2.02E+11,8500 BLOCK VERREE RD,800,Other Assaults,40.07952075,-75.06953869
3248154,0101000020110F000040F916B4BAE05FC1F0CB6180A3925241,18184208,15,2,2024-07-06 09:03:00+00,7/6/24,5:03:00,5,2.02E+11,5400 BLOCK WALKER ST,300,Robbery No Firearm,40.01931862,-75.06849658
3248188,0101000020110F000026C6A6DA7BD85FC1D5E339746C9B5241,18360366,8,2,2024-07-06 17:12:00+00,7/6/24,13:12:00,13,2.02E+11,3500 BLOCK DRUMORE DR,600,Theft from Vehicle,40.08117765,-74.99264825
3248388,0101000020110F0000CB7283961BE95FC19BFF9F51BB875241,18398325,9,5,2024-07-06 14:45:00+00,7/6/24,10:45:00,10,2.02E+11,400 BLOCK S 2ND ST,600,Thefts,39.94243956,-75.14556788
3248429,0101000020110F0000E5EF5C82C8F25FC101D2DBDE2D8A5241,18398624,18,2,2024-07-06 21:27:00+00,7/6/24,17:27:00,17,2.02E+11,5627-99 CHESTNUT ST,600,Thefts,39.95969836,-75.23457013
3248486,0101000020110F0000710F6D4848E75FC182BAC4150B945241,18237163,35,2,2024-07-06 12:21:00+00,7/6/24,8:21:00,8,2.02E+11,200 BLOCK RUBICAM ST,2600,All Other Offenses,40.02921299,-75.12877639
3248496,0101000020110F00000A18617B6DE65FC16BD76A882C8D5241,18237310,26,3,2024-07-07 01:05:00+00,7/6/24,21:05:00,21,2.02E+11,2300 BLOCK E HAZZARD ST,800,Other Assaults,39.98081068,-75.1209143
3248785,0101000020110F0000A3F1E2A02DEB5FC1DA44BFAE869A5241,18237173,14,1,2024-07-06 14:14:00+00,7/6/24,10:14:00,10,2.02E+11,7900 BLOCK BAYARD ST,2000,Offenses Against Family and Children,40.0748602,-75.16461362
3248858,0101000020110F00006B8EA45D5BD85FC12D01E039009B5241,18046114,8,2,2024-07-06 12:55:00+00,7/6/24,8:55:00,8,2.02E+11,3300 BLOCK ELLISTON CIR,600,Theft from Vehicle,40.07820205,-74.99148086
3248861,0101000020110F0000CE551DF4D3E85FC113B498E8A8945241,18019403,35,2,2024-07-06 08:47:00+00,7/6/24,4:47:00,4,2.02E+11,1200 BLOCK W Fisher Ave,800,Other Assaults,40.03355524,-75.14299387
3248877,0101000020110F00006AD88C23E9EA5FC1D34574798B8A5241,18153417,9,1,2024-07-06 12:01:00+00,7/6/24,8:01:00,8,2.02E+11,400 BLOCK N BROAD ST,600,Thefts,39.96227637,-75.16215261
3249015,0101000020110F000021A1593A61E05FC157F4CC7CAA945241,18398500,15,2,2024-07-06 04:15:00+00,7/6/24,0:15:00,0,2.02E+11,2700 BLOCK ELBRIDGE ST,600,Thefts,40.03359868,-75.06528149
3249032,0101000020110F0000BCA430672BF65FC1F1C38E6C878C5241,18447851,19,1,2024-07-06 14:55:00+00,7/6/24,10:55:00,10,2.02E+11,7400 BLOCK DREXEL RD,800,Other Assaults,39.97626447,-75.26571989
3249149,0101000020110F00008B3958FEBADB5FC1CA11A06476985241,18153355,8,1,2024-07-07 00:15:00+00,7/6/24,20:15:00,20,2.02E+11,2800 BLOCK TREMONT ST,600,Theft from Vehicle,40.06033292,-75.02251326
3249415,0101000020110F0000B55A9BBFC2E55FC1C86DF0705A8E5241,18290443,24,2,2024-07-06 13:14:00+00,7/6/24,9:14:00,9,2.02E+11,2100 BLOCK BELLMORE ST,400,Aggravated Assault Firearm,39.98912283,-75.1147794
3249418,0101000020110F0000A373BC5B0EED5FC1B4633617DB8A5241,18290445,9,1,2024-07-06 16:55:00+00,7/6/24,12:55:00,12,2.02E+11,2500 BLOCK SPRING GARDEN ST,600,Theft from Vehicle,39.96446906,-75.1818875
3249424,0101000020110F00007AED5E6191EF5FC10807DFCDDA8A5241,18019063,16,2,2024-07-07 03:47:00+00,7/6/24,23:47:00,23,2.02E+11,4000 BLOCK LANCASTER AV,800,Other Assaults,39.96446117,-75.20499296
3249598,0101000020110F0000F3F0875606EC5FC1F32DED5B1F835241,18398521,3,3,2024-07-06 14:31:00+00,7/6/24,10:31:00,10,2.02E+11,3200 BLOCK S BROAD ST,600,Theft from Vehicle,39.90992493,-75.17240056
3249729,0101000020110F00006375A684FFE15FC1B26E855E66925241,18337023,15,1,2024-07-06 07:35:00+00,7/6/24,3:35:00,3,2.02E+11,1600 BLOCK FILLMORE ST,800,Other Assaults,40.01763635,-75.08016802
3249779,0101000020110F000096C377958FD95FC1D342DBEA35995241,18046272,8,2,2024-07-06 11:03:00+00,7/6/24,7:03:00,7,2.02E+11,3500 BLOCK PRIMROSE RD,600,Theft from Vehicle,40.06559995,-75.00255594
3249897,0101000020110F000004EDBD92C0EA5FC1EA57E98D36955241,18257397,14,2,2024-07-06 15:34:00+00,7/6/24,11:34:00,11,2.02E+11,500 BLOCK E ASHMEAD ST,400,Aggravated Assault Firearm,40.03745215,-75.16069498
3249942,0101000020110F000067EC059269F25FC1F75938F201865241,18093055,12,2,2024-07-06 06:00:00+00,7/6/24,2:00:00,2,2.02E+11,2000 BLOCK S 61ST ST,1400,Vandalism/Criminal Mischief,39.93027903,-75.23115873
3249944,0101000020110F000012BC3AED07F65FC128D64317028C5241,18448175,19,1,2024-07-06 16:48:00+00,7/6/24,12:48:00,12,2.02E+11,1300 BLOCK KIMBERLY DR,800,Other Assaults,39.97259297,-75.26444513
3250031,0101000020110F0000ED20CE0683F05FC1ADD03724A18B5241,18019449,16,2,2024-07-06 18:49:00+00,7/6/24,14:49:00,14,2.02E+11,4500 BLOCK LANCASTER AV,800,Other Assaults,39.96992322,-75.21367594
3250035,0101000020110F00008B2C09426FF15FC14BDEEE262F855241,18256167,12,3,2024-07-06 14:02:00+00,7/6/24,10:02:00,10,2.02E+11,6000 BLOCK Lindbergh Blvd,400,Aggravated Assault No Firearm,39.92447055,-75.22216435
3250051,0101000020110F0000CAD9F34E4DD95FC1A5D73C670E985241,18399310,8,1,2024-07-06 10:58:00+00,7/6/24,6:58:00,6,2.02E+11,9400 BLOCK FRANKFORD AV,600,Theft from Vehicle,40.05747297,-75.00017449
3250102,0101000020110F0000F0377FD466ED5FC1E8001909538E5241,18256734,22,2,2024-07-07 00:13:00+00,7/6/24,20:13:00,20,2.02E+11,2100 BLOCK N 32ND ST,600,Thefts,39.98891895,-75.18506652
3250118,0101000020110F0000537589647CE85FC1C9EA2E9E868D5241,18256737,26,1,2024-07-06 13:15:00+00,7/6/24,9:15:00,9,2.02E+11,2100 BLOCK N ORIANNA ST,500,Burglary Residential,39.98329101,-75.13984758
3250192,0101000020110F00006EF6BCC97EE85FC167B1F4C27E895241,18359761,9,5,2024-07-06 13:51:00+00,7/6/24,9:51:00,9,2.02E+11,200 BLOCK N CHRISTOPHER COLUMBUS BLVD,600,Theft from Vehicle,39.9548753,-75.13993365
3250239,0101000020110F0000A3B78DC4C8E55FC128717E73C8925241,18340499,25,2,2024-07-07 00:47:00+00,7/6/24,20:47:00,20,2.02E+11,500 BLOCK E WYOMING AV,1400,Vandalism/Criminal Mischief,40.0203354,-75.11499569
3250272,0101000020110F00005DA911E03DD75FC1DB7A457EF49C5241,18259572,8,3,2024-07-06 17:46:00+00,7/6/24,13:46:00,13,2.02E+11,3500 BLOCK NEWBERRY RD,600,Theft from Vehicle,40.09195522,-74.98122244
3250297,0101000020110F0000574289F963E75FC1D485397708955241,18158061,35,2,2024-07-07 03:32:00+00,7/6/24,23:32:00,23,2.02E+11,400 BLOCK W OLNEY AV,800,Other Assaults,40.0361842,-75.12977143
3250397,0101000020110F00001522A9EAEFD85FC1571F8E67B2975241,18022371,8,2,2024-07-06 23:42:00+00,7/6/24,19:42:00,19,2.02E+11,4500 BLOCK AUBREY AV,1400,Vandalism/Criminal Mischief,40.0549427,-74.99681868
3250474,0101000020110F00009A526FF7CEEA5FC18A8677FBA7835241,18400861,3,3,2024-07-06 22:58:00+00,7/6/24,18:58:00,18,2.02E+11,2800 BLOCK S FRANKLIN ST,600,Thefts,39.91369047,-75.16121217
